# T (K)      C-ph_V_V (J K^-1 mol^-1)
# V = 131.930000 (a.u.^3)
 1700.0      48.1479348494660
 1800.0      48.3282704731995
 1900.0      48.4819608673372
 2000.0      48.6139640982236
 2100.0      48.7281457100451
 2200.0      48.8275531145349
 2300.0      48.9146134448919
 2400.0      48.9912781445912
 2500.0      49.0591299569665
 2600.0      49.1194630185776
 2700.0      49.1733434713797
 2800.0      49.2216557987541
 2900.0      49.2651385846477
 3000.0      49.3044123556796
 3100.0      49.3400014397998
 3200.0      49.3723512617044
 3300.0      49.4018421283339
 3400.0      49.4288002928757
 3500.0      49.4535068925468
 3600.0      49.4762052132930
 3700.0      49.4971066290324
 3800.0      49.5163954840833
 3900.0      49.5342331278382
 4000.0      49.5507612654469
 4100.0      49.5661047536084
 4200.0      49.5803739438430
 4300.0      49.5936666548971
 4400.0      49.6060698397519
 4500.0      49.6176610000098
 4600.0      49.6285093904093
 4700.0      49.6386770482609
 4800.0      49.6482196762504
 4900.0      49.6571874019676
 5000.0      49.6656254334220
 5100.0      49.6735746264859
 5200.0      49.6810719775206
 5300.0      49.6881510522320
 5400.0      49.6948423600113
 5500.0      49.7011736815260
 5600.0      49.7071703561127
 5700.0      49.7128555345026
 5800.0      49.7182504015755
 5900.0      49.7233743731302
 6000.0      49.7282452700779
# V = 72.747100 (a.u.^3)
    5.0       0.0001248089898
  100.0       5.1389309090679
  200.0      15.0903036826495
  300.0      22.6658360347741
  400.0      28.9202796274007
  500.0      33.7573271223947
  600.0      37.3320128640806
  700.0      39.9478898653360
  800.0      41.8777048099803
  900.0      43.3233093179029
 1000.0      44.4251989244844
 1100.0      45.2797497354476
 1200.0      45.9533641354950
 1300.0      46.4923599370107
 1400.0      46.9295467474028
 1500.0      47.2885459094893
 1600.0      47.5866380305843
 1700.0      47.8366597588078
 1800.0      48.0482845368282
 1900.0      48.2289002486119
 2000.0      48.3842196725323
 2100.0      48.5187113215053
 2200.0      48.6359077996639
 2300.0      48.7386294454026
 2400.0      48.8291485780171
 2500.0      48.9093115517102
 2600.0      48.9806304638823
 2700.0      49.0443527807346
 2800.0      49.1015147143193
 2900.0      49.1529825183384
 3000.0      49.1994847123522
 3100.0      49.2416374307976
 3200.0      49.2799645156159
 3300.0      49.3149135567986
 3400.0      49.3468687847567
 3500.0      49.3761614986664
 3600.0      49.4030785527436
 3700.0      49.4278693016696
 3800.0      49.4507513157985
 3900.0      49.4719151082818
 4000.0      49.4915280640784
 4100.0      49.5097377208067
 4200.0      49.5266745205138
 4300.0      49.5424541274390
 4400.0      49.5571793880951
 4500.0      49.5709419952533
 4600.0      49.5838239057623
 4700.0      49.5958985528764
 4800.0      49.6072318863745
 4900.0      49.6178832678196
 5000.0      49.6279062435239
 5100.0      49.6373492139164
 5200.0      49.6462560148548
 5300.0      49.6546664238579
 5400.0      49.6626166021220
 5500.0      49.6701394814516
 5600.0      49.6772651038031
 5700.0      49.6840209199498
 5800.0      49.6904320527915
 5900.0      49.6965215300053
 6000.0      49.7023104900473
# V = 67.550900 (a.u.^3)
    5.0       0.0000957648462
  100.0       4.4375853762253
  200.0      13.8076224213079
  300.0      20.9251534170371
  400.0      26.9500097924991
  500.0      31.8484740163160
  600.0      35.6217014872577
  700.0      38.4668621990004
  800.0      40.6111831560585
  900.0      42.2425345492287
 1000.0      43.5003350357051
 1100.0      44.4842894396442
 1200.0      45.2651138572977
 1300.0      45.8931882752566
 1400.0      46.4047730357080
 1500.0      46.8262981222052
 1600.0      47.1772887294474
 1700.0      47.4723635451764
 1800.0      47.7226101458196
 1900.0      47.9365417937001
 2000.0      48.1207710416319
 2100.0      48.2804898696562
 2200.0      48.4198161571661
 2300.0      48.5420467105144
 2400.0      48.6498441830578
 2500.0      48.7453766784669
 2600.0      48.8304231023185
 2700.0      48.9064534493973
 2800.0      48.9746905591284
 2900.0      49.0361580336165
 3000.0      49.0917177266545
 3100.0      49.1420993026409
 3200.0      49.1879237147622
 3300.0      49.2297219832865
 3400.0      49.2679503137635
 3500.0      49.3030023444273
 3600.0      49.3352191265668
 3700.0      49.3648973030691
 3800.0      49.3922958460893
 3900.0      49.4176416357568
 4000.0      49.4411341014900
 4100.0      49.4629491011135
 4200.0      49.4832421770986
 4300.0      49.5021513013288
 4400.0      49.5197991979290
 4500.0      49.5362953164987
 4600.0      49.5517375144562
 4700.0      49.5662134963739
 4800.0      49.5798020495168
 4900.0      49.5925741078313
 5000.0      49.6045936710222
 5100.0      49.6159186007945
 5200.0      49.6266013126344
 5300.0      49.6366893784751
 5400.0      49.6462260531045
 5500.0      49.6552507351290
 5600.0      49.6637993716129
 5700.0      49.6719048141123
 5800.0      49.6795971326510
 5900.0      49.6869038932160
 6000.0      49.6938504035290
# V = 62.624600 (a.u.^3)
    5.0       0.0000772690163
  100.0       3.9114780350998
  200.0      12.6797337728480
  300.0      19.3688028528884
  400.0      25.0727840097639
  500.0      29.9198958595827
  600.0      33.8155157728514
  700.0      36.8499468792822
  800.0      39.1921018099600
  900.0      41.0055336912837
 1000.0      42.4222190016756
 1100.0      43.5416249898173
 1200.0      44.4368736758581
 1300.0      45.1614233139321
 1400.0      45.7545024177844
 1500.0      46.2451349505474
 1600.0      46.6550168048130
 1700.0      47.0005467082722
 1800.0      47.2942590800638
 1900.0      47.5458400625780
 2000.0      47.7628537900382
 2100.0      47.9512664893296
 2200.0      48.1158285452379
 2300.0      48.2603559064252
 2400.0      48.3879394721596
 2500.0      48.5011024408843
 2600.0      48.6019196854048
 2700.0      48.6921091482000
 2800.0      48.7731024253940
 2900.0      48.8460997302638
 3000.0      48.9121130299514
 3100.0      48.9720001528925
 3200.0      49.0264919478004
 3300.0      49.0762140548859
 3400.0      49.1217044692409
 3500.0      49.1634277952631
 3600.0      49.2017868819270
 3700.0      49.2371323719512
 3800.0      49.2697705795402
 3900.0      49.2999700213532
 4000.0      49.3279668564168
 4100.0      49.3539694375846
 4200.0      49.3781621359506
 4300.0      49.4007085674986
 4400.0      49.4217543260622
 4500.0      49.4414293067912
 4600.0      49.4598496885558
 4700.0      49.4771196311584
 4800.0      49.4933327331646
 4900.0      49.5085732880720
 5000.0      49.5229173699973
 5100.0      49.5364337747530
 5200.0      49.5491848378663
 5300.0      49.5612271475485
 5400.0      49.5726121677214
 5500.0      49.5833867838105
 5600.0      49.5935937820362
 5700.0      49.6032722712836
 5800.0      49.6124580552687
 5900.0      49.6211839615690
 6000.0      49.6294801331292
# V = 57.900800 (a.u.^3)
    5.0       0.0000649369521
  100.0       3.5467817673478
  200.0      11.7042342584772
  300.0      18.0177064407366
  400.0      23.3634906832880
  500.0      28.0714115723021
  600.0      32.0187524861348
  700.0      35.2022991586100
  800.0      37.7253689107000
  900.0      39.7180735243441
 1000.0      41.2984336221619
 1100.0      42.5617194920762
 1200.0      43.5812242981281
 1300.0      44.4122859157211
 1400.0      45.0964941579757
 1500.0      45.6651886304587
 1600.0      46.1421356638814
 1700.0      46.5455072922298
 1800.0      46.8893245602595
 1900.0      47.1845069510357
 2000.0      47.4396373715347
 2100.0      47.6615229320032
 2200.0      47.8556090316085
 2300.0      48.0262876178308
 2400.0      48.1771286212691
 2500.0      48.3110552056978
 2600.0      48.4304775995904
 2700.0      48.5373961434530
 2800.0      48.6334812683965
 2900.0      48.7201360472768
 3000.0      48.7985454758905
 3100.0      48.8697155723830
 3200.0      48.9345046065681
 3300.0      48.9936482027645
 3400.0      49.0477796409506
 3500.0      49.0974463699921
 3600.0      49.1431235140031
 3700.0      49.1852249775859
 3800.0      49.2241126227099
 3900.0      49.2601038884463
 4000.0      49.2934781467411
 4100.0      49.3244820270771
 4200.0      49.3533338959529
 4300.0      49.3802276404025
 4400.0      49.4053358759191
 4500.0      49.4288126763190
 4600.0      49.4507959049544
 4700.0      49.4714092122047
 4800.0      49.4907637525552
 4900.0      49.5089596652189
 5000.0      49.5260873546771
 5100.0      49.5422286013589
 5200.0      49.5574575276566
 5300.0      49.5718414403560
 5400.0      49.5854415671782
 5500.0      49.5983137023366
 5600.0      49.6105087736984
 5700.0      49.6220733422197
 5800.0      49.6330500427210
 5900.0      49.6434779737289
 6000.0      49.6533930429866
# V = 53.446900 (a.u.^3)
    5.0       0.0000597419752
  100.0       3.3546207259900
  200.0      10.8513973487714
  300.0      16.8004393022349
  400.0      21.7602085168846
  500.0      26.2344663459948
  600.0      30.1375680092397
  700.0      33.4003750014925
  800.0      36.0609618636216
  900.0      38.2088873096299
 1000.0      39.9413738110831
 1100.0      41.3445772161832
 1200.0      42.4887755030048
 1300.0      43.4292156851564
 1400.0      44.2086604747223
 1500.0      44.8600612996000
 1600.0      45.4088463140935
 1700.0      45.8747305813750
 1800.0      46.2730986000500
 1900.0      46.6160438823516
 2000.0      46.9131464136592
 2100.0      47.1720541802294
 2200.0      47.3989196144544
 2300.0      47.5987288718442
 2400.0      47.7755518200342
 2500.0      47.9327331338734
 2600.0      48.0730394094086
 2700.0      48.1987732297819
 2800.0      48.3118622334482
 2900.0      48.4139291448763
 3000.0      48.5063472072422
 3100.0      48.5902843451966
 3200.0      48.6667385690123
 3300.0      48.7365665276115
 3400.0      48.8005066688060
 3500.0      48.8591981288517
 3600.0      48.9131962201122
 3700.0      48.9629851936049
 3800.0      49.0089888067287
 3900.0      49.0515791140723
 4000.0      49.0910838124408
 4100.0      49.1277924038783
 4200.0      49.1619613878879
 4300.0      49.1938186527797
 4400.0      49.2235672035297
 4500.0      49.2513883377125
 4600.0      49.2774443605191
 4700.0      49.3018809134024
