# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 131.930000 (a.u.^3)
 4200.0      49.7934658172641
 4300.0      49.7719032664889
 4400.0      49.8144374738575
 4500.0      49.7791292569086
 4600.0      49.8055454584361
 4700.0      49.8112696767267
 4800.0      49.7813890667137
 4900.0      49.8151257071722
 5000.0      49.7981724793513
 5100.0      49.8001621465772
 5200.0      49.8101286652959
 5300.0      49.8087184344916
 5400.0      49.8075561261324
 5500.0      49.7998778076827
 5600.0      49.8069445329918
 5700.0      49.8297110681383
 5800.0      49.7840256483597
 5900.0      49.8211469097964
 6000.0      49.8304300692547
# V= 124.414809 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.8388541379695
  200.0      36.5970667241751
  300.0      40.5593482115743
  400.0      44.8130130928028
  500.0      46.1199469532034
  600.0      47.2519931327025
  700.0      47.8595533634442
  800.0      48.3108769166664
  900.0      48.6179422993255
 1000.0      48.8441625235538
 1100.0      49.0180770411773
 1200.0      49.1469285098878
 1300.0      49.2502468873424
 1400.0      49.3332224372811
 1500.0      49.4002047943690
 1600.0      49.4548997265346
 1700.0      49.5000712250345
 1800.0      49.5362012006487
 1900.0      49.5730219866434
 2000.0      49.5942752375717
 2100.0      49.6228349100652
 2200.0      49.6428801463862
 2300.0      49.6575235895669
 2400.0      49.6796959067073
 2500.0      49.6838524416906
 2600.0      49.7048410167394
 2700.0      49.7115163355989
 2800.0      49.7180421739371
 2900.0      49.7368365974106
 3000.0      49.7328440933288
 3100.0      49.7458786571335
 3200.0      49.7430586895735
 3300.0      49.7658758741015
 3400.0      49.7620972130709
 3500.0      49.7570258114914
 3600.0      49.7909633828566
 3700.0      49.7488713359673
 3800.0      49.7995486509960
 3900.0      49.7692796414680
 4000.0      49.7848923359221
 4100.0      49.7904308247962
 4200.0      49.7933194023820
 4300.0      49.7719697290661
 4400.0      49.8141828712363
 4500.0      49.7791993849286
 4600.0      49.8054105497110
 4700.0      49.8111407406018
 4800.0      49.7814837178350
 4900.0      49.8150025035560
 5000.0      49.7982028974755
 5100.0      49.8001736340641
 5200.0      49.8101253213767
 5300.0      49.8086825134513
 5400.0      49.8075996490701
 5500.0      49.7999627704218
 5600.0      49.8070050102572
 5700.0      49.8296124065334
 5800.0      49.7842707766718
 5900.0      49.8211695731905
 6000.0      49.8302225832812
# V= 123.579788 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.8100016462766
  200.0      36.5560291997864
  300.0      40.5331736447532
  400.0      44.7950299118886
  500.0      46.1084445370813
  600.0      47.2438522693379
  700.0      47.8536091392006
  800.0      48.3063029562302
  900.0      48.6143120881519
 1000.0      48.8412144528799
 1100.0      49.0155975847149
 1200.0      49.1448441505558
 1300.0      49.2484535922703
 1400.0      49.3316597390669
 1500.0      49.3988294569275
 1600.0      49.4536823105480
 1700.0      49.4989875347550
 1800.0      49.5352432106700
 1900.0      49.5721260733652
 2000.0      49.5935081239091
 2100.0      49.6221042951020
 2200.0      49.6422142912953
 2300.0      49.6569391215505
 2400.0      49.6791129278832
 2500.0      49.6833833348212
 2600.0      49.7043480268965
 2700.0      49.7110910486331
 2800.0      49.7176705304061
 2900.0      49.7364225364321
 3000.0      49.7325449243930
 3100.0      49.7455534919250
 3200.0      49.7428479730688
 3300.0      49.7655280044309
 3400.0      49.7618565224872
 3500.0      49.7568738042549
 3600.0      49.7905950541163
 3700.0      49.7488943895427
 3800.0      49.7992020835391
 3900.0      49.7692225172109
 4000.0      49.7847449189212
 4100.0      49.7902821956480
 4200.0      49.7931717698844
