# P (GPa)             Gibbs free energy (Ry.)
# T= 0.000000 K
   24.0      -0.6734064600609
   25.0      -0.6632850127071
   26.0      -0.6532021994411
   27.0      -0.6431573023515
   28.0      -0.6331496266984
   29.0      -0.6231784998358
   30.0      -0.6132432716756
   31.0      -0.6033433122369
   32.0      -0.5934780103403
   33.0      -0.5836467749409
   34.0      -0.5738490321175
   35.0      -0.5640842246093
   36.0      -0.5543518130990
   37.0      -0.5446512722072
   38.0      -0.5349820929081
   39.0      -0.5253437803568
   40.0      -0.5157358527206
# T= 1200.000000 K
    0.0      -0.9377260006770
    1.0      -0.9263436240395
    2.0      -0.9150300670224
    3.0      -0.9037833198275
    4.0      -0.8926014757572
    5.0      -0.8814827239699
    6.0      -0.8704253424432
    7.0      -0.8594276918052
    8.0      -0.8484882097628
    9.0      -0.8376054059904
   10.0      -0.8267778574420
   11.0      -0.8160042040496
   12.0      -0.8052831447748
   13.0      -0.7946134339792
   14.0      -0.7839938780846
   15.0      -0.7734233324923
   16.0      -0.7629006987333
   17.0      -0.7524249218254
   18.0      -0.7419949878085
   19.0      -0.7316099214381
   20.0      -0.7212687841066
   21.0      -0.7109706721208
   22.0      -0.7007147147150
   23.0      -0.6905000722039
   24.0      -0.6803259342511
   25.0      -0.6701915187503
   26.0      -0.6600960707942
   27.0      -0.6500388606038
   28.0      -0.6400191820893
   29.0      -0.6300363529195
   30.0      -0.6200897129273
   31.0      -0.6101786219934
   32.0      -0.6003024606862
   33.0      -0.5904606291604
   34.0      -0.5806525445502
   35.0      -0.5708776427488
   36.0      -0.5611353761485
   37.0      -0.5514252121613
   38.0      -0.5417466354439
   39.0      -0.5320991434654
   40.0      -0.5224822492056
# T= 1300.000000 K
    0.0      -0.9454227129208
    1.0      -0.9340129117838
    2.0      -0.9226729066013
    3.0      -0.9114006357017
    4.0      -0.9001941442976
    5.0      -0.8890515766180
    6.0      -0.8779711689385
    7.0      -0.8669512432308
    8.0      -0.8559902012188
    9.0      -0.8450865189628
   10.0      -0.8342387419869
   11.0      -0.8234454808073
   12.0      -0.8127054068247
   13.0      -0.8020172485469
   14.0      -0.7913797881106
   15.0      -0.7807918580729
   16.0      -0.7702523384430
   17.0      -0.7597601539281
   18.0      -0.7493142714011
   19.0      -0.7389136976605
   20.0      -0.7285574772142
   21.0      -0.7182446901947
   22.0      -0.7079744503989
   23.0      -0.6977459034294
   24.0      -0.6875582253759
   25.0      -0.6774106214746
   26.0      -0.6673023241395
   27.0      -0.6572325913906
   28.0      -0.6472007063802
   29.0      -0.6372059763267
   30.0      -0.6272477302509
   31.0      -0.6173253184929
   32.0      -0.6074381129342
   33.0      -0.5975855040596
   34.0      -0.5877669009384
   35.0      -0.5779817317318
   36.0      -0.5682294401686
   37.0      -0.5585094873118
   38.0      -0.5488213501028
