# T (K)      fittedC_V_V (J K^-1 mol^-1)
# V= 188.447500 (a.u.^3)
  700.0      47.6001360861323
  800.0      48.1089465134332
  900.0      48.4563994913635
 1000.0      48.7117629864507
 1100.0      48.9020522032615
 1200.0      49.0484478275766
 1300.0      49.1626877578484
 1400.0      49.2543550086612
 1500.0      49.3280781800466
 1600.0      49.3893331353549
 1700.0      49.4390544342414
 1800.0      49.4824813975107
 1900.0      49.5174912958022
 2000.0      49.5491820234602
 2100.0      49.5747833472026
 2200.0      49.5984034224163
 2300.0      49.6186913796586
 2400.0      49.6354296232932
 2500.0      49.6516644707039
 2600.0      49.6655726228378
 2700.0      49.6778315179467
 2800.0      49.6881464320539
 2900.0      49.6993679013181
 3000.0      49.7069759768023
 3100.0      49.7159933968150
 3200.0      49.7225167001529
 3300.0      49.7297201656347
 3400.0      49.7362765363713
 3500.0      49.7410930041895
 3600.0      49.7461639660749
 3700.0      49.7515405645107
 3800.0      49.7549782335633
 3900.0      49.7600801198035
 4000.0      49.7629423752015
 4100.0      49.7662303434610
 4200.0      49.7707112170953
 4300.0      49.7718560119522
 4400.0      49.7760079403293
 4500.0      49.7776865685433
 4600.0      49.7806409399249
 4700.0      49.7838780605605
 4800.0      49.7836393503112
 4900.0      49.7870310711627
 5000.0      49.7866472004860
 5100.0      49.7977763911113
 5200.0      49.7814415393319
 5300.0      49.8043464011305
 5400.0      49.7848638362693
 5500.0      49.8032793355678
 5600.0      49.7950505569632
 5700.0      49.8008587228521
 5800.0      49.7967938581440
 5900.0      49.8064978257751
 6000.0      49.7874268292125
# V= 179.835889 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.3584015585969
  200.0      34.1997272475770
  300.0      39.4894727933042
  400.0      43.9078703071451
  500.0      45.6141110913821
  600.0      46.8796054130885
  700.0      47.5962114348179
  800.0      48.1058251647649
  900.0      48.4538656880822
 1000.0      48.7096556768369
 1100.0      48.9002681685009
 1200.0      49.0469107789797
 1300.0      49.1613515077775
 1400.0      49.2531707704771
 1500.0      49.3270268459663
 1600.0      49.3883795618957
 1700.0      49.4382012727702
 1800.0      49.4816868075226
 1900.0      49.5167747287002
 2000.0      49.5485050533805
 2100.0      49.5741667351789
 2200.0      49.5978190892447
 2300.0      49.6181384475401
 2400.0      49.6349233843027
 2500.0      49.6511743497297
 2600.0      49.6651082611877
 2700.0      49.6773886380076
 2800.0      49.6877353018557
 2900.0      49.6989538315982
 3000.0      49.7066006266869
 3100.0      49.7156178700993
 3200.0      49.7221667450236
 3300.0      49.7293754878794
 3400.0      49.7359367997690
 3500.0      49.7407754567431
 3600.0      49.7458549255949
 3700.0      49.7512373814804
 3800.0      49.7546889348395
 3900.0      49.7597885633006
 4000.0      49.7626670133637
 4100.0      49.7659697798906
 4200.0      49.7704313698280
 4300.0      49.7716151837834
 4400.0      49.7757535890387
 4500.0      49.7774452805648
 4600.0      49.7804008390667
 4700.0      49.7836324694523
 4800.0      49.7834231558436
 4900.0      49.7868111390466
 5000.0      49.7864574915967
 5100.0      49.7974559467234
 5200.0      49.7813882212852
 5300.0      49.8039857512796
 5400.0      49.7848134414175
 5500.0      49.8029824105255
 5600.0      49.7949000057300
 5700.0      49.8006457226541
 5800.0      49.7966407616122
 5900.0      49.8063109219927
 6000.0      49.7872050616487
# V= 179.053015 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.3419382356099
  200.0      34.1763922204014
  300.0      39.4756138333035
  400.0      43.8976933727422
  500.0      45.6072261342963
  600.0      46.8744231255737
  700.0      47.5922711695807
  800.0      48.1026918792685
  900.0      48.4513226186175
 1000.0      48.7075410925870
 1100.0      48.8984783745371
 1200.0      49.0453691525134
 1300.0      49.1600116043070
 1400.0      49.2519836370228
 1500.0      49.3259732174198
 1600.0      49.3874242089454
 1700.0      49.4373467317429
 1800.0      49.4808912133995
 1900.0      49.5160574344845
 2000.0      49.5478276336819
 2100.0      49.5735498753335
 2200.0      49.5972347083087
 2300.0      49.6175856437355
 2400.0      49.6344173936460
 2500.0      49.6506846273435
 2600.0      49.6646444036560
 2700.0      49.6769463687724
 2800.0      49.6873248533904
 2900.0      49.6985405555176
 3000.0      49.7062261046960
 3100.0      49.7152432594175
 3200.0      49.7218177487737
 3300.0      49.7290318285823
 3400.0      49.7355981370965
 3500.0      49.7404590094496
 3600.0      49.7455470322516
 3700.0      49.7509353634150
 3800.0      49.7544008512477
 3900.0      49.7594982450096
 4000.0      49.7623929140699
 4100.0      49.7657104811342
 4200.0      49.7701528505940
 4300.0      49.7713756507097
 4400.0      49.7755005838039
 4500.0      49.7772053380398
 4600.0      49.7801621056276
 4700.0      49.7833882550798
 4800.0      49.7832083502625
 4900.0      49.7865925771857
 5000.0      49.7862691514549
 5100.0      49.7971370403428
 5200.0      49.7813361189269
 5300.0      49.8036267072957
 5400.0      49.7847642747161
 5500.0      49.8026870331064
 5600.0      49.7947508122844
 5700.0      49.8004341793886
 5800.0      49.7964890439182
 5900.0      49.8061254404135
 6000.0      49.7869847603177
# V= 178.270141 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.3254509374467
  200.0      34.1529988095818
  300.0      39.4617032605002
  400.0      43.8874775622044
  500.0      45.6003129642655
  600.0      46.8692200214769
  700.0      47.5883152853666
  800.0      48.0995466588058
  900.0      48.4487702897840
 1000.0      48.7054192449604
 1100.0      48.8966828361401
 1200.0      49.0438229660046
 1300.0      49.1586680672426
 1400.0      49.2507936304714
 1500.0      49.3249173177442
 1600.0      49.3864671017877
 1700.0      49.4364908365443
 1800.0      49.4800946426771
 1900.0      49.5153394402933
 2000.0      49.5471497933089
 2100.0      49.5729327961185
 2200.0      49.5966503091702
 2300.0      49.6170329985876
 2400.0      49.6339116807994
 2500.0      49.6501953342868
 2600.0      49.6641810810880
 2700.0      49.6765047414521
 2800.0      49.6869151170956
 2900.0      49.6981281053504
 3000.0      49.7058524414299
 3100.0      49.7148695966729
 3200.0      49.7214697425184
 3300.0      49.7286892194379
 3400.0      49.7352605806185
 3500.0      49.7401436937115
 3600.0      49.7452403176749
 3700.0      49.7506345419225
 3800.0      49.7541140143417
 3900.0      49.7592091970000
 4000.0      49.7621201088457
 4100.0      49.7654524779439
 4200.0      49.7698756922135
 4300.0      49.7711374428591
 4400.0      49.7752489563216
 4500.0      49.7769667719421
 4600.0      49.7799247708693
 4700.0      49.7831454492396
 4800.0      49.7829949638048
 4900.0      49.7863754159077
 5000.0      49.7860822085919
 5100.0      49.7968197105960
 5200.0      49.7812852507962
 5300.0      49.8032693112106
 5400.0      49.7847163548348
 5500.0      49.8023932408575
 5600.0      49.7946030030981
 5700.0      49.8002241245580
 5800.0      49.7963387320602
 5900.0      49.8059414106491
 6000.0      49.7867659575176
# V= 177.487268 (a.u.^3)
    0.0       0.0000000000000
  100.0      15.3089405121537
  200.0      34.1295478652022
  300.0      39.4477413447464
  400.0      43.8772230527354
  500.0      45.5933716715571
  600.0      46.8639961720527
  700.0      47.5843438376244
  800.0      48.0963895529644
  900.0      48.4462087467915
 1000.0      48.7032901767940
 1100.0      48.8948815944842
 1200.0      49.0422722597115
 1300.0      49.1573209356221
 1400.0      49.2496007897566
 1500.0      49.3238591849287
 1600.0      49.3855082787456
 1700.0      49.4356336240503
 1800.0      49.4792971333608
 1900.0      49.5146207825594
 2000.0      49.5464715697900
 2100.0      49.5723155336717
 2200.0      49.5960659285187
 2300.0      49.6164805490404
 2400.0      49.6334062811745
 2500.0      49.6497065069169
 2600.0      49.6637183295452
 2700.0      49.6760637921240
 2800.0      49.6865061278324
 2900.0      49.6977165177358
 3000.0      49.7054796713560
 3100.0      49.7144969175659
 3200.0      49.7211227608231
 3300.0      49.7283476954787
