# T (K)      C_V_V (J K^-1 mol^-1)
# V = 188.447500 (a.u.^3)
 2400.0      49.6063241492423
 2500.0      49.6237980800502
 2600.0      49.6394177487986
 2700.0      49.6531405681425
 2800.0      49.6654465559701
 2900.0      49.6767214775088
 3000.0      49.6866534083162
 3100.0      49.6958373291287
 3200.0      49.7039354155085
 3300.0      49.7115666218401
 3400.0      49.7185225331220
 3500.0      49.7246841661875
 3600.0      49.7303449937617
 3700.0      49.7361006430491
 3800.0      49.7404464727621
 3900.0      49.7454655896993
 4000.0      49.7493197603090
 4100.0      49.7534755914827
 4200.0      49.7569614475899
 4300.0      49.7603132949299
 4400.0      49.7637813149173
 4500.0      49.7662205489473
 4600.0      49.7692895607375
 4700.0      49.7722282746115
 4800.0      49.7737245341576
 4900.0      49.7768652059993
 5000.0      49.7782376162519
 5100.0      49.7820999891941
 5200.0      49.7806662420783
 5300.0      49.7864701168411
 5400.0      49.7842874015105
 5500.0      49.7889983897730
 5600.0      49.7889097786095
 5700.0      49.7912837211434
 5800.0      49.7905507441002
 5900.0      49.7983766000522
 6000.0      49.7773674758179
# V = 179.053015 (a.u.^3)
    0.0      -0.0000000000000
  100.0      14.2706022122934
  200.0      32.5993713350672
  300.0      38.4989195651281
  400.0      43.1777483030845
  500.0      45.1154615926414
  600.0      46.5051205168052
  700.0      47.3118780879499
  800.0      47.8808008055792
  900.0      48.2721845715137
 1000.0      48.5595713818485
 1100.0      48.7741512522974
 1200.0      48.9391646257098
 1300.0      49.0684539958716
 1400.0      49.1716575252733
 1500.0      49.2553158135347
 1600.0      49.3240579850406
 1700.0      49.3811538730513
 1800.0      49.4292312682393
 1900.0      49.4698891446482
 2000.0      49.5047823436584
 2100.0      49.5347225848649
 2200.0      49.5608896922979
 2300.0      49.5836096912350
 2400.0      49.6036167007331
 2500.0      49.6212471426355
 2600.0      49.6370560307816
 2700.0      49.6509448920210
 2800.0      49.6634571521886
 2900.0      49.6747670649882
 3000.0      49.6849268876307
 3100.0      49.6941500826805
 3200.0      49.7024077697843
 3300.0      49.7100953795954
 3400.0      49.7171038847168
 3500.0      49.7233992184392
 3600.0      49.7291281775670
 3700.0      49.7349248754406
 3800.0      49.7393692931551
 3900.0      49.7443874545645
 4000.0      49.7483414834113
 4100.0      49.7525800180086
 4200.0      49.7559894481578
 4300.0      49.7595404244785
 4400.0      49.7629580928008
 4500.0      49.7654690285870
 4600.0      49.7685551013835
 4700.0      49.7714689565096
 4800.0      49.7731313459117
 4900.0      49.7762445430928
 5000.0      49.7777816048991
 5100.0      49.7810072486235
