# V (a.u.^3)  Helmholtz Free Energy (Ry.)
# T= 0.000000 K
  56.3487     -0.341877192
  55.6738     -0.311118883
  55.0665     -0.280525194
  54.5266     -0.249762103
  53.9867     -0.219262831
  53.4469     -0.188821635
  52.9070     -0.158507811
# T= 2200.000000 K
  60.6676     -0.541842970
  59.8578     -0.509924781
  59.1155     -0.477540759
  58.3732     -0.445709044
  57.6308     -0.414203131
  56.9560     -0.382725461
  56.3487     -0.351339086
  55.6738     -0.320570402
  55.0665     -0.289967300
  54.5266     -0.259188133
  53.9867     -0.228673491
  53.4469     -0.198217274
  52.9070     -0.167888736
# T= 2250.000000 K
  60.6676     -0.551478383
  59.8578     -0.519536213
  59.1155     -0.487128586
  58.3732     -0.455274452
  57.6308     -0.423747373
  56.9560     -0.392249583
  56.3487     -0.360844165
  55.6738     -0.330065107
  55.0665     -0.299452592
  54.5266     -0.268657348
  53.9867     -0.238127337
  53.4469     -0.207656098
  52.9070     -0.177312846
# T= 2300.000000 K
  60.6676     -0.561156023
  59.8578     -0.529189871
  59.1155     -0.496758637
  58.3732     -0.464882087
  57.6308     -0.433333841
  56.9560     -0.401815930
  56.3487     -0.370391470
  55.6738     -0.339602037
  55.0665     -0.308980109
  54.5266     -0.278168789
  53.9867     -0.247623408
  53.4469     -0.217137147
  52.9070     -0.186779181
# T= 2350.000000 K
  60.6676     -0.570874970
  59.8578     -0.538884836
  59.1155     -0.506429997
  58.3732     -0.474531029
  57.6308     -0.442961617
  56.9560     -0.411423585
  56.3487     -0.379980083
  55.6738     -0.349180276
  55.0665     -0.318548933
  54.5266     -0.287721537
  53.9867     -0.257160786
  53.4469     -0.226659504
  52.9070     -0.196286824
# T= 2400.000000 K
  60.6676     -0.580634347
  59.8578     -0.548620231
  59.1155     -0.516141786
  58.3732     -0.484220400
  57.6308     -0.452629822
  56.9560     -0.421071669
  56.3487     -0.389609124
  55.6738     -0.358798942
  55.0665     -0.328158187
  54.5266     -0.297314715
  53.9867     -0.266738594
  53.4469     -0.236222290
  52.9070     -0.205834896
# T= 2450.000000 K
  60.6676     -0.590433310
  59.8578     -0.558395212
  59.1155     -0.525893161
  58.3732     -0.493949357
  57.6308     -0.462337613
  56.9560     -0.430759340
  56.3487     -0.399277751
  55.6738     -0.368457196
  55.0665     -0.337807026
  54.5266     -0.306947478
  53.9867     -0.276355987
  53.4469     -0.245824661
  52.9070     -0.215422554
# T= 2500.000000 K
  60.6676     -0.600271052
  59.8578     -0.568208972
  59.1155     -0.535683315
  58.3732     -0.503717093
  57.6308     -0.472084182
  56.9560     -0.440485789
  56.3487     -0.408985157
  55.6738     -0.378154227
  55.0665     -0.347494644
  54.5266     -0.316619020
  53.9867     -0.286012159
  53.4469     -0.255465811
  52.9070     -0.225048990
# T= 2550.000000 K
  60.6676     -0.610146796
  59.8578     -0.578060735
  59.1155     -0.545511471
  58.3732     -0.513522832
  57.6308     -0.481868755
  56.9560     -0.450250240
  56.3487     -0.418730566
  55.6738     -0.387889262
  55.0665     -0.357220265
  54.5266     -0.326328564
  53.9867     -0.295706334
  53.4469     -0.265144964
  52.9070     -0.234713429
# T= 2600.000000 K
  60.6676     -0.620059799
  59.8578     -0.587949755
  59.1155     -0.555376886
  58.3732     -0.523365828
  57.6308     -0.491690585
  56.9560     -0.460051950
  56.3487     -0.428513233
  55.6738     -0.397661554
  55.0665     -0.366983143
  54.5266     -0.336075367
  53.9867     -0.305437766
  53.4469     -0.274861374
  52.9070     -0.244415125
# T= 2650.000000 K
  60.6676     -0.630009342
  59.8578     -0.597875317
  59.1155     -0.565278841
  58.3732     -0.533245366
  57.6308     -0.501548956
  56.9560     -0.469890200
  56.3487     -0.438332441
  55.6738     -0.407470387
  55.0665     -0.376782563
  54.5266     -0.345858710
  53.9867     -0.315205739
  53.4469     -0.284614326
  52.9070     -0.254153362
# T= 2700.000000 K
  60.6676     -0.639994738
  59.8578     -0.607836730
  59.1155     -0.575216649
  58.3732     -0.543160755
  57.6308     -0.511443179
  56.9560     -0.479764303
  56.3487     -0.448187500
  55.6738     -0.417315072
  55.0665     -0.386617833
  54.5266     -0.355677904
  53.9867     -0.325009564
  53.4469     -0.294403128
  52.9070     -0.263927451
# T= 2750.000000 K
  60.6676     -0.650015321
  59.8578     -0.617833331
  59.1155     -0.585189644
  58.3732     -0.553111333
  57.6308     -0.521372590
  56.9560     -0.489673592
  56.3487     -0.458077747
  55.6738     -0.427194944
  55.0665     -0.396488292
  54.5266     -0.365532287
  53.9867     -0.334848576
  53.4469     -0.304227119
  52.9070     -0.273736727
# T= 2800.000000 K
  60.6676     -0.660070452
  59.8578     -0.627864480
  59.1155     -0.595197186
  58.3732     -0.563096458
  57.6308     -0.531336548
  56.9560     -0.499617430
  56.3487     -0.468002541
  55.6738     -0.437109364
  55.0665     -0.406393298
  54.5266     -0.375421216
  53.9867     -0.344722136
  53.4469     -0.314085656
  52.9070     -0.283580551
# T= 2850.000000 K
  60.6676     -0.670159514
  59.8578     -0.637929560
  59.1155     -0.605238660
  58.3732     -0.573115513
  57.6308     -0.541334437
  56.9560     -0.509595198
  56.3487     -0.477961267
  55.6738     -0.447057715
  55.0665     -0.416332235
  54.5266     -0.385344077
  53.9867     -0.354629626
  53.4469     -0.323978125
  52.9070     -0.293458305
# T= 2900.000000 K
  60.6676     -0.680281912
  59.8578     -0.648027976
  59.1155     -0.615313470
  58.3732     -0.583167905
  57.6308     -0.551365662
  56.9560     -0.519606302
  56.3487     -0.487953328
  55.6738     -0.457039402
  55.0665     -0.426304508
  54.5266     -0.395300273
  53.9867     -0.364570453
  53.4469     -0.333903929
  52.9070     -0.303369395
# T= 2950.000000 K
  60.6676     -0.690437070
  59.8578     -0.658159153
  59.1155     -0.625421040
  58.3732     -0.593253057
  57.6308     -0.561429648
  56.9560     -0.529650167
  56.3487     -0.497978150
  55.6738     -0.467053849
  55.0665     -0.436309541
  54.5266     -0.405289230
  53.9867     -0.374544039
  53.4469     -0.343862494
  52.9070     -0.313313246
# T= 3000.000000 K
  60.6676     -0.700624435
  59.8578     -0.668322535
  59.1155     -0.635560816
  58.3732     -0.603370415
  57.6308     -0.571525839
  56.9560     -0.539726238
  56.3487     -0.508035177
