# P (GPa)             Gibbs free energy (Ry.)
# T= 0.000000 K
   37.0      -0.5870187224960
   38.0      -0.5773126106743
   39.0      -0.5676394049893
   40.0      -0.5579985134367
# T= 1800.000000 K
    0.0      -0.9866768417803
    1.0      -0.9749530020425
    2.0      -0.9633200250239
    3.0      -0.9517742224474
    4.0      -0.9403121689455
    5.0      -0.9289306763315
    6.0      -0.9176267697893
    7.0      -0.9063976683505
    8.0      -0.8952407666384
    9.0      -0.8841536198752
   10.0      -0.8731339290029
   11.0      -0.8621795293398
   12.0      -0.8512883791024
   13.0      -0.8404585493639
   14.0      -0.8296882153852
   15.0      -0.8189756487803
   16.0      -0.8083192102429
   17.0      -0.7977173429761
   18.0      -0.7871685668297
   19.0      -0.7766714729605
   20.0      -0.7662247189640
   21.0      -0.7558270244286
   22.0      -0.7454771668703
   23.0      -0.7351739780045
   24.0      -0.7249163403173
   25.0      -0.7147031839014
   26.0      -0.7045334836309
   27.0      -0.6944062565827
   28.0      -0.6843205594940
   29.0      -0.6742754864150
   30.0      -0.6642701664844
   31.0      -0.6543037620192
   32.0      -0.6443754673160
   33.0      -0.6344845064452
   34.0      -0.6246301312438
   35.0      -0.6148116202154
   36.0      -0.6050282781481
   37.0      -0.5952794333999
   38.0      -0.5855644365959
   39.0      -0.5758826615051
   40.0      -0.5662335019933
# T= 1900.000000 K
    0.0      -0.9959803888556
    1.0      -0.9842077678272
    2.0      -0.9725288903205
    3.0      -0.9609398334950
    4.0      -0.9494369627222
    5.0      -0.9380169019997
    6.0      -0.9266765083945
    7.0      -0.9154128485743
    8.0      -0.9042231803453
    9.0      -0.8931049337743
   10.0      -0.8820556971543
   11.0      -0.8710732025373
   12.0      -0.8601553135637
   13.0      -0.8493000152591
   14.0      -0.8385054039325
   15.0      -0.8277696784087
   16.0      -0.8170911322969
   17.0      -0.8064681469618
   18.0      -0.7958991851341
   19.0      -0.7853827851040
   20.0      -0.7749175554406
   21.0      -0.7645021701914
   22.0      -0.7541353645068
   23.0      -0.7438159306476
   24.0      -0.7335427143344
   25.0      -0.7233146113957
   26.0      -0.7131305646789
   27.0      -0.7029895611888
   28.0      -0.6928906294213
   29.0      -0.6828328368601
   30.0      -0.6728152878129
   31.0      -0.6628371217277
   32.0      -0.6528975109029
   33.0      -0.6429956584240
   34.0      -0.6331307964960
   35.0      -0.6233021859370
   36.0      -0.6135091139063
   37.0      -0.6037508918471
   38.0      -0.5940268555786
   39.0      -0.5843363641136
   40.0      -0.5746787967469
# T= 2000.000000 K
    0.0      -1.0055096009308
    1.0      -0.9936860773531
    2.0      -0.9819593768557
    3.0      -0.9703253186686
    4.0      -0.9587800389003
    5.0      -0.9473199566899
    6.0      -0.9359417455906
    7.0      -0.9246423077106
    8.0      -0.9134187517169
    9.0      -0.9022683736868
   10.0      -0.8911886397927
   11.0      -0.8801771709886
   12.0      -0.8692317304037
   13.0      -0.8583502105876
   14.0      -0.8475306230975
   15.0      -0.8367710893045
   16.0      -0.8260698316622
   17.0      -0.8154251659077
   18.0      -0.8048354941719
   19.0      -0.7942992987192
   20.0      -0.7838151362552
   21.0      -0.7733816327463
   22.0      -0.7629974787037
   23.0      -0.7526614248799
   24.0      -0.7423722783345
   25.0      -0.7321288988272
   26.0      -0.7219301954969
   27.0      -0.7117751237905
   28.0      -0.7016626826170
   29.0      -0.6915919119270
   30.0      -0.6815618904203
   31.0      -0.6715717331337
   32.0      -0.6616205892478
   33.0      -0.6517076400978
   34.0      -0.6418320981858
   35.0      -0.6319932052074
   36.0      -0.6221902298013
   37.0      -0.6124224664896
   38.0      -0.6026892355888
   39.0      -0.5929898802541
   40.0      -0.5833237653589
# T= 2100.000000 K
    0.0      -1.0152561889288
    1.0      -1.0033794840672
    2.0      -0.9916029013912
    3.0      -0.9799219756953
    4.0      -0.9683325911225
    5.0      -0.9568309427616
    6.0      -0.9454135037413
    7.0      -0.9340769970894
    8.0      -0.9228183699981
    9.0      -0.9116347733266
   10.0      -0.9005235413175
   11.0      -0.8894821762003
   12.0      -0.8785083320903
   13.0      -0.8675998026471
   14.0      -0.8567545094147
   15.0      -0.8459704909279
   16.0      -0.8352458935350
   17.0      -0.8245789631055
   18.0      -0.8139680375106
   19.0      -0.8034115396969
   20.0      -0.7929079715071
   21.0      -0.7824559080968
   22.0      -0.7720539928508
   23.0      -0.7617009327460
   24.0      -0.7513954941149
   25.0      -0.7411364987634
   26.0      -0.7309228204045
   27.0      -0.7207533814536
   28.0      -0.7106271500945
   29.0      -0.7005431374759
   30.0      -0.6905003951164
   31.0      -0.6804980124601
   32.0      -0.6705351146264
   33.0      -0.6606108609446
   34.0      -0.6507244429281
   35.0      -0.6408750820063
   36.0      -0.6310620278090
   37.0      -0.6212845579168
   38.0      -0.6115419756553
   39.0      -0.6018336078322
   40.0      -0.5921588051915
# T= 2200.000000 K
    0.0      -1.0252129017761
    1.0      -1.0132805604299
    2.0      -1.0014518837294
    3.0      -0.9897220917931
    4.0      -0.9780867910878
    5.0      -0.9665419306970
    6.0      -0.9550837647322
    7.0      -0.9437088204752
    8.0      -0.9324138702072
    9.0      -0.9211959065598
   10.0      -0.9100521222095
   11.0      -0.8989798901129
   12.0      -0.8879767479684
   13.0      -0.8770403834766
   14.0      -0.8661686209618
   15.0      -0.8553594105390
   16.0      -0.8446108177643
   17.0      -0.8339210141943
   18.0      -0.8232882692433
   19.0      -0.8127109428078
   20.0      -0.8021874785731
   21.0      -0.7917163979395
   22.0      -0.7812962945098
   23.0      -0.7709258290800
   24.0      -0.7606037250831
   25.0      -0.7503287644346
   26.0      -0.7400997837354
   27.0      -0.7299156707876
   28.0      -0.7197753613837
   29.0      -0.7096778363305
   30.0      -0.6996221186740
   31.0      -0.6896072711784
   32.0      -0.6796323944079
   33.0      -0.6696966243979
   34.0      -0.6597991303751
   35.0      -0.6499391127293
   36.0      -0.6401158021138
   37.0      -0.6303284578345
   38.0      -0.6205763653026
   39.0      -0.6108588350649
   40.0      -0.6011752029613
# T= 2300.000000 K
    0.0      -1.0353734213286
    1.0      -1.0233827903014
    2.0      -1.0114996370987
    3.0      -0.9997188324956
    4.0      -0.9880356760009
    5.0      -0.9764458457567
    6.0      -0.9649453557611
    7.0      -0.9535305192593
    8.0      -0.9421979176336
    9.0      -0.9309443722968
   10.0      -0.9197669216588
   11.0      -0.9086627997836
   12.0      -0.8976294187262
   13.0      -0.8866643515300
   14.0      -0.8757653191659
   15.0      -0.8649301770843
   16.0      -0.8541569040002
   17.0      -0.8434435921376
   18.0      -0.8327884382636
   19.0      -0.8221897353897
   20.0      -0.8116458655218
   21.0      -0.8011552931085
   22.0      -0.7907165590930
